contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
sfackler,test,Human,25.845,0.725,22.691,3.854,37.1,0.136,0.847,3.26,0.0,12.612,10.832,0.817,13.483,0.269,28.857,9.527,0.829,12.762,0.269,29.006,168,5.25,0.59,6.0,2.5,8.764,13.0,0.478,11.2,8.0,11.105,1.0,0.375,2.024,1.0,2.23,13,15,2.25,0.433,2.821,2.0,2.583,0.464
jellyfin-bot,test,Bot,1.702,0.557,1.559,1.0,2.014,0.001,0.744,0.531,0.0,1.931,1.694,0.561,1.694,1.283,1.955,1.728,0.687,1.198,0.391,1.918,244,14.25,0.488,20.333,14.0,23.566,46.0,0.426,61.0,40.5,59.638,1.0,0.356,1.743,1.0,1.867,1,4,1.25,0.301,1.917,1.5,1.165,0.083
bedevere-bot,test,Bot,2.192,0.497,2.207,2.207,3.1,593.076,0.077,685.395,870.034,614.254,2.192,0.497,2.207,2.207,3.1,6.738,0.737,6.892,1.851,13.485,300,149.0,0.497,150.0,150.0,210.718,149.0,0.497,150.0,150.0,210.718,102.0,0.453,100.0,94.0,102.132,1,2,0.0,0.0,1.0,1.0,0.0,0.5
dims,test,Human,2.312,0.731,2.675,0.805,4.765,0.017,0.768,1.049,0.0,3.586,2.271,0.742,2.682,0.651,4.919,1.85,0.777,2.272,0.291,4.483,244,3.75,0.742,8.133,2.0,20.372,31.25,0.628,24.4,10.0,34.696,1.0,0.307,1.638,1.0,1.264,11,10,1.0,0.329,1.767,1.0,1.331,0.367
authelia[bot],test,Bot,5.376,0.611,6.173,2.416,8.78,186.543,0.674,307.467,23.482,631.126,,0.0,,,0.0,22.236,0.648,17.104,9.155,28.945,129,59.5,0.461,64.5,64.5,84.146,0.0,0.0,129.0,129.0,0.0,18.0,0.682,18.429,3.0,29.999,1,1,0.0,0.0,1.0,1.0,0.0,0.5
helmich-bot,test,Bot,,0.0,,,0.0,0.0,0.0,1512.065,1512.065,0.0,0.0,0.875,54.002,0.0,151.034,0.0,0.885,50.402,0.0,146.376,31,0.0,0.0,31.0,31.0,0.0,2.0,0.086,10.333,9.0,2.309,0.0,0.0,31.0,31.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
rakutentech-danger-bot,test,Bot,198.79,0.473,186.67,144.766,202.075,366.448,0.487,357.505,8.943,703.137,4.527,0.169,13.359,13.359,6.402,383.396,0.461,284.29,234.892,250.835,8,1.0,0.125,4.0,4.0,1.414,3.0,0.375,4.0,4.0,4.243,1.5,0.312,2.0,1.5,1.414,1,2,0.5,0.167,1.5,1.5,0.707,0.5
avo-bot,test,Bot,46.534,0.559,41.519,22.148,52.703,311.17,0.454,153.69,51.348,184.637,40.879,0.503,36.82,25.51,40.172,26.923,0.663,22.889,8.632,33.611,93,42.5,0.609,31.0,6.0,47.697,35.5,0.382,46.5,46.5,50.205,13.0,0.543,8.455,4.0,9.158,1,2,0.5,0.133,1.667,2.0,0.577,0.333
marjan-georgiev,test,Human,306.252,0.636,119.932,31.486,159.096,3.165,0.435,2.352,0.0,4.028,1.958,0.873,42.176,0.075,110.258,5.359,0.888,33.873,0.094,97.476,48,9.5,0.619,6.857,1.0,10.04,1.0,0.37,6.0,4.5,5.806,5.5,0.482,3.429,1.0,3.413,5,8,2.5,0.444,2.571,1.0,2.699,0.714
scrum,test,Human,0.81,0.823,53.433,0.02,116.802,0.098,0.833,50.501,0.007,159.48,0.011,0.946,14.574,0.01,59.47,0.012,0.937,18.96,0.01,70.766,53,2.25,0.72,8.833,1.0,17.759,11.5,0.507,7.571,5.0,7.656,3.75,0.587,5.3,2.0,7.227,6,7,2.25,0.333,2.0,1.0,1.549,1.0
borisbat,test,Human,0.71,0.799,2.486,0.137,5.037,91.047,0.641,69.519,0.193,132.641,1.5,0.839,4.167,0.235,9.663,2.762,0.839,5.528,0.25,13.706,222,4.0,0.8,37.0,1.5,85.264,50.5,0.546,27.75,15.0,30.16,23.0,0.644,13.059,2.0,17.69,2,8,0.0,0.449,2.167,1.0,2.858,0.333
yuripourre,test,Human,84.571,0.579,62.514,44.617,74.246,0.0,0.749,20.609,0.0,94.922,87.497,0.761,62.314,7.941,117.917,65.282,0.716,56.721,12.181,98.212,38,0.0,0.361,1.81,1.0,1.632,2.5,0.512,3.455,2.0,4.009,0.0,0.279,1.462,1.0,1.303,18,11,0.0,0.187,1.286,1.0,0.644,0.857
ariamoradi,test,Human,86.093,0.66,57.853,13.359,79.299,0.0,0.734,5.041,0.0,18.899,26.818,0.793,31.626,2.053,61.877,21.367,0.801,30.536,2.005,61.045,30,1.0,0.483,2.5,1.0,3.425,2.0,0.256,2.308,2.0,1.109,0.5,0.431,2.0,1.0,2.619,8,13,1.0,0.359,1.917,1.0,1.73,0.667
va-cms-bot,test,Bot,4.045,0.667,3.356,0.886,5.003,24.536,0.654,45.982,0.544,98.358,1.767,0.475,1.091,0.898,1.067,0.392,0.868,1.474,0.099,4.265,300,146.0,0.487,150.0,150.0,206.475,147.0,0.49,150.0,150.0,207.889,33.0,0.744,33.333,3.0,62.728,1,2,0.5,0.167,1.5,1.5,0.707,0.5
moz-wptsync-bot,test,Bot,6.546,0.522,5.77,4.52,5.956,8.658,0.879,12.909,0.112,41.373,1.447,0.859,2.831,0.01,8.683,1.352,0.862,2.748,0.03,8.56,196,52.0,0.265,98.0,98.0,73.539,31.75,0.325,32.667,36.0,21.011,7.0,0.489,6.759,4.0,7.318,1,6,2.0,0.25,4.0,4.0,2.828,0.5
idealbot,test,Bot,408.616,0.523,534.019,310.634,653.732,0.003,0.747,0.523,0.003,1.164,152.751,0.826,194.426,0.004,447.994,22.218,0.852,164.515,0.002,415.428,14,3.0,0.357,3.5,3.0,2.646,2.0,0.229,2.8,3.0,1.304,2.0,0.229,2.8,3.0,1.304,2,5,1.25,0.194,2.25,2.5,0.957,0.5
alcadesign,test,Human,142.521,0.239,297.67,297.67,201.555,25.38,0.5,16.923,0.008,29.304,1.787,0.828,59.862,0.158,142.209,19.23,0.83,53.842,0.587,129.456,13,4.5,0.462,4.333,2.0,4.933,1.5,0.33,1.857,1.0,1.464,4.5,0.462,4.333,2.0,4.933,3,7,1.5,0.286,2.333,2.0,1.528,1.0
cf-buildpacks-eng,test,Bot,3.448,0.763,4.106,0.068,7.079,0.0,0.877,0.146,0.0,1.092,7.941,0.691,5.013,1.604,7.528,1.67,0.805,3.136,0.059,6.35,241,9.0,0.624,14.176,4.0,22.476,41.5,0.492,34.429,25.0,34.664,0.0,0.217,1.354,1.0,0.805,1,7,2.0,0.284,2.294,3.0,1.263,0.059
appveyorbot,test,Bot,1.856,0.728,2.202,0.352,4.059,0.207,0.746,0.69,0.0,3.106,,0.0,,,0.0,0.976,0.76,1.782,0.292,3.743,300,8.0,0.469,7.895,6.0,7.675,0.0,0.0,300.0,300.0,0.0,1.0,0.313,1.622,1.0,1.425,19,1,0.0,0.0,1.0,1.0,0.0,0.5
openshift-cherrypick-robot,test,Bot,0.065,0.878,0.156,0.003,0.571,0.0,0.889,0.001,0.0,0.01,0.009,0.927,0.098,0.001,0.496,0.013,0.904,0.107,0.001,0.476,300,3.5,0.572,4.478,2.0,8.511,33.5,0.315,75.0,84.5,52.211,1.0,0.199,1.463,1.0,0.668,5,4,1.0,0.17,1.463,1.0,0.502,0.075
svc-cli-bot,test,Bot,0.232,0.903,0.732,0.011,2.709,0.001,0.897,0.11,0.0,0.483,0.014,0.927,0.281,0.001,1.533,0.035,0.924,0.34,0.001,1.762,212,2.25,0.501,5.3,4.0,8.122,28.0,0.296,30.286,29.0,17.182,1.0,0.332,2.465,2.0,1.938,3,7,2.0,0.244,2.575,2.0,1.174,0.075
candlepin-bot,test,Bot,124.542,0.718,71.679,5.179,114.221,0.0,0.0,0.0,0.0,0.0,125.415,0.669,70.143,0.0,115.16,20.75,0.789,46.747,0.434,97.574,24,4.0,0.167,12.0,12.0,5.657,4.0,0.167,12.0,12.0,5.657,1.0,0.167,1.5,1.5,0.516,1,2,0.5,0.167,1.5,1.5,0.707,0.5
delphix-devops-bot,test,Bot,0.0,0.949,0.402,0.0,2.818,0.0,0.0,0.0,0.0,0.0,0.0,0.904,0.191,0.0,0.906,0.0,0.949,0.402,0.0,2.818,300,6.0,0.255,8.824,6.0,4.706,50.0,0.222,100.0,132.0,57.166,0.0,0.0,1.0,1.0,0.0,1,3,0.0,0.067,2.176,2.0,0.387,0.029
tramline-github[bot],test,Bot,11.282,0.446,15.263,14.581,13.073,25.729,0.846,76.373,0.011,201.289,23.998,0.7,12.849,0.086,19.924,23.999,0.679,13.911,0.197,20.429,158,9.0,0.62,31.6,9.0,50.227,39.0,0.377,31.6,20.0,24.704,3.25,0.602,6.583,2.0,9.991,5,5,1.0,0.1,2.4,2.0,0.548,1.0
kharanenka,test,Human,287.916,0.653,288.016,120.434,432.103,0.002,0.61,0.004,0.001,0.007,60.247,0.842,130.918,0.014,311.943,30.154,0.855,120.009,0.008,299.817,13,2.75,0.327,3.25,3.0,2.217,2.75,0.327,3.25,3.0,2.217,0.75,0.167,2.167,2.0,0.753,2,4,0.25,0.107,1.75,2.0,0.5,0.5
derkan,test,Human,200.599,0.664,161.591,74.954,237.537,0.147,0.471,0.129,0.0,0.254,58.111,0.82,89.39,0.363,199.851,41.341,0.831,77.35,0.315,180.134,24,3.0,0.385,3.0,2.5,2.39,2.0,0.306,2.667,2.0,1.658,1.0,0.382,2.0,1.0,2.0,8,9,2.0,0.234,2.0,2.0,0.926,1.0
juliatagbot,test,Bot,0.313,0.715,0.246,0.036,0.45,0.0,0.875,0.051,0.0,0.276,0.154,0.798,0.171,0.026,0.416,0.131,0.81,0.154,0.01,0.391,229,0.0,0.73,4.164,1.0,20.329,67.5,0.448,38.167,39.5,36.745,1.0,0.354,1.924,1.0,1.627,44,6,0.0,0.106,1.127,1.0,0.474,0.8
jco-odoo,test,Human,3.342,0.807,7.919,0.851,17.283,2.842,0.759,6.689,0.219,16.674,3.367,0.799,7.031,0.83,15.252,2.016,0.846,4.797,0.426,12.803,246,52.0,0.211,123.0,123.0,73.539,66.5,0.472,41.0,35.0,39.11,2.0,0.489,3.037,2.0,3.891,2,6,0.5,0.071,3.5,3.5,0.707,1.0
groovecoder,test,Human,106.289,0.677,49.451,0.649,71.183,180.641,0.306,118.654,0.0,205.77,0.278,0.921,8.021,0.042,29.06,0.202,0.937,6.293,0.025,26.073,287,1.5,0.808,47.833,2.0,112.761,15.5,0.65,17.938,4.0,25.661,33.5,0.725,26.091,1.0,43.946,3,16,0.75,0.515,3.667,2.0,5.086,0.5
brett19,test,Human,24.713,0.739,26.396,2.089,45.399,8.956,0.77,12.546,0.168,26.384,2.178,0.865,9.448,0.089,25.2,1.903,0.872,9.692,0.107,26.702,159,27.5,0.647,22.714,4.0,33.733,18.5,0.504,15.9,13.5,15.947,2.0,0.433,3.975,3.0,3.893,3,10,3.0,0.343,3.571,3.0,2.507,0.429
jc00ke,test,Human,18.941,0.741,18.549,3.837,35.07,0.116,0.743,3.346,0.0,10.86,14.265,0.792,12.788,1.405,29.435,13.424,0.787,11.884,1.299,27.234,180,2.0,0.613,3.75,1.0,6.899,9.25,0.511,12.857,7.0,18.241,1.0,0.364,1.837,1.0,1.774,36,14,1.0,0.318,1.729,1.0,1.233,0.75
mzeitlin11,test,Human,0.0,0.0,205.665,205.665,0.0,84.393,0.0,84.392,84.392,119.349,42.197,0.762,46.806,0.036,87.194,42.197,0.762,46.806,0.036,87.194,9,3.5,0.389,4.5,4.5,4.95,1.25,0.194,2.25,2.5,0.957,3.5,0.389,4.5,4.5,4.95,2,4,1.0,0.25,2.0,2.0,1.414,1.0
sheetalkamat,test,Human,122.028,0.414,147.337,147.337,172.574,0.142,0.0,0.094,0.0,0.163,122.028,0.414,147.337,147.337,172.574,86.124,0.706,73.739,12.783,130.956,5,1.0,0.267,1.667,1.0,1.155,1.0,0.267,1.667,1.0,1.155,1.0,0.267,1.667,1.0,1.155,2,3,0.0,0.0,1.0,1.0,0.0,0.667
geerteltink,test,Human,198.649,0.574,130.417,85.145,143.983,1.174,0.701,22.566,0.0,65.938,4.655,0.843,41.511,0.15,98.094,24.237,0.818,40.399,0.955,90.24,47,6.5,0.535,6.714,3.0,8.077,3.0,0.626,6.714,2.0,11.25,6.0,0.524,3.615,1.0,4.273,2,7,1.0,0.306,2.0,2.0,1.414,0.286
istio-policy-bot,test,Bot,10.815,0.523,7.177,5.382,7.282,50.091,0.329,21.51,4.085,29.619,5.756,0.777,3.928,0.011,7.15,0.172,0.844,2.832,0.008,6.326,120,1.0,0.757,24.0,2.0,50.314,26.5,0.346,30.0,31.5,21.525,16.0,0.554,10.0,5.0,11.029,1,4,1.0,0.311,1.8,1.0,1.304,0.2
sesheta,test,Bot,,0.0,,,0.0,0.0,0.0,2183.967,2183.967,0.0,,0.0,,,0.0,0.009,0.032,24.818,23.999,4.38,89,0.0,0.0,89.0,89.0,0.0,0.0,0.0,89.0,89.0,0.0,0.0,0.0,89.0,89.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
tchiotludo,test,Human,7.335,0.75,5.809,0.946,12.576,0.708,0.767,7.535,0.0,21.715,2.927,0.839,5.244,0.234,14.771,2.266,0.843,4.461,0.247,12.83,230,3.0,0.786,8.846,1.0,25.007,12.0,0.56,17.692,13.0,29.193,2.0,0.512,2.987,1.0,3.785,2,13,0.75,0.426,2.038,1.0,2.408,0.077
0utplay,test,Human,26.266,0.798,26.412,2.069,62.679,8.527,0.839,46.404,0.067,172.062,8.945,0.855,12.323,0.119,35.311,7.461,0.854,11.827,0.126,33.318,165,8.0,0.756,18.333,2.0,38.471,16.5,0.472,15.0,12.0,15.08,4.0,0.673,6.111,2.0,11.219,6,11,4.0,0.444,3.333,2.0,3.0,0.667
openssl-machine,test,Bot,,0.0,,,0.0,0.0,0.0,608.12,608.12,0.0,7.841,0.593,4.06,1.221,4.794,2.138,0.73,2.566,0.034,5.029,238,0.0,0.0,238.0,238.0,0.0,100.0,0.504,59.5,53.0,64.985,0.0,0.0,238.0,238.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
neo4j-team-graphql,test,Bot,3.469,0.793,9.702,1.653,21.722,22.386,0.759,49.432,0.302,104.494,2.681,0.889,8.142,0.268,33.438,3.238,0.868,7.318,0.268,26.922,234,98.5,0.561,78.0,31.0,106.579,15.0,0.546,33.429,15.0,46.144,6.0,0.631,8.069,3.0,11.723,1,7,2.0,0.19,4.667,4.0,2.082,0.333
datapythonista,test,Human,0.0,0.0,469.212,469.212,0.0,0.06,0.0,0.06,0.06,0.085,234.601,0.667,156.429,0.064,270.878,0.047,0.8,93.866,0.028,209.825,6,2.0,0.333,3.0,3.0,2.828,1.5,0.333,2.0,1.0,1.732,2.0,0.333,3.0,3.0,2.828,2,3,0.5,0.167,1.5,1.5,0.707,1.0
cgeo-ci-bot,test,Bot,,0.0,,,0.0,0.0,0.0,352.178,352.178,0.0,23.952,0.579,13.48,0.002,17.799,0.0,0.958,1.186,0.0,5.662,298,0.0,0.0,298.0,298.0,0.0,145.5,0.651,99.333,3.0,167.721,0.0,0.0,298.0,298.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
oppiabot[bot],test,Bot,2.104,0.545,1.939,1.206,2.062,7.615,0.602,7.162,2.496,11.152,1.942,0.649,1.403,0.309,2.022,1.247,0.717,1.055,0.353,1.902,232,92.0,0.397,116.0,116.0,130.108,109.0,0.47,116.0,116.0,154.149,9.0,0.616,8.593,3.0,12.22,1,2,0.0,0.0,2.0,2.0,0.0,0.5
juliantaylor,test,Human,101.378,0.568,224.213,146.095,298.915,0.0,0.0,24.565,0.0,60.173,101.378,0.538,229.294,146.095,294.345,90.967,0.805,84.564,0.965,192.028,16,1.0,0.525,3.2,1.0,4.382,5.5,0.458,5.333,3.0,5.859,0.0,0.521,2.667,1.0,4.082,5,3,0.0,0.133,1.2,1.0,0.447,1.0
stream-public-bot,test,Bot,2.276,0.285,3.986,3.986,3.219,861.24,0.439,611.556,112.188,963.722,0.269,0.637,0.219,0.122,0.325,12.088,0.824,59.44,0.23,126.516,32,15.0,0.469,16.0,16.0,21.213,11.0,0.344,16.0,16.0,15.556,13.0,0.542,10.667,4.0,14.224,1,2,0.5,0.167,1.5,1.5,0.707,0.5
adamjensenbot,test,Bot,3.333,0.768,4.184,1.158,9.789,13.137,0.646,25.61,0.0,62.29,5.563,0.794,7.224,1.298,16.236,7.687,0.783,8.717,1.538,18.782,209,3.0,0.656,41.8,10.0,75.041,44.5,0.545,34.833,28.0,39.174,2.0,0.559,3.426,1.0,4.529,5,6,0.0,0.4,2.0,1.0,2.236,1.0
nnfw-bot,test,Bot,,0.0,,,0.0,0.0,0.0,2014.632,2014.632,0.0,54.809,0.834,95.897,4.641,235.266,38.45,0.847,87.593,2.09,225.998,24,0.0,0.0,24.0,24.0,0.0,4.0,0.367,4.8,3.0,3.633,0.0,0.0,24.0,24.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
repo-ranger[bot],test,Bot,0.0,0.0,11.003,11.003,0.0,15.204,0.132,57.574,57.574,21.502,0.0,0.0,11.003,11.003,0.0,22.414,0.255,31.538,33.588,16.875,5,0.5,0.1,2.5,2.5,0.707,0.5,0.1,2.5,2.5,0.707,0.5,0.1,2.5,2.5,0.707,2,2,0.0,0.0,1.0,1.0,0.0,1.0
yunion-ci-robot,test,Bot,0.005,0.955,0.77,0.002,3.727,0.0,0.0,0.071,0.0,0.78,6.969,0.594,8.739,1.895,13.792,0.005,0.95,0.834,0.002,3.779,123,0.75,0.017,12.3,12.0,0.483,41.5,0.337,61.5,61.5,58.69,0.0,0.008,1.008,1.0,0.091,1,2,0.0,0.0,2.0,2.0,0.0,0.1
unikraft-bot,test,Bot,7.303,0.392,11.067,9.218,8.872,1.047,0.83,10.287,0.002,37.77,10.104,0.631,6.558,3.763,8.488,10.96,0.685,8.296,2.326,12.454,185,53.25,0.489,30.833,28.5,30.954,31.0,0.493,26.429,18.0,27.11,2.0,0.402,2.569,2.0,2.135,1,7,0.75,0.348,1.833,1.0,1.602,0.167
cpojer,test,Human,1.683,0.878,8.736,0.227,25.369,0.018,0.815,10.068,0.0,33.433,0.306,0.921,5.309,0.046,19.269,0.072,0.956,2.706,0.013,13.75,241,3.0,0.838,18.538,2.0,57.266,17.0,0.614,14.176,6.0,18.508,1.0,0.745,6.886,1.0,15.998,7,17,1.0,0.471,2.462,1.0,3.526,0.538
gitlocalize-app[bot],test,Bot,13.192,0.71,9.388,1.611,14.502,0.147,0.945,2.593,0.006,14.02,0.098,0.923,2.608,0.001,9.146,0.008,0.943,1.812,0.001,7.555,300,5.0,0.557,12.0,6.0,15.953,22.5,0.218,75.0,54.5,42.685,4.0,0.561,6.522,3.0,9.055,13,4,1.0,0.098,3.56,4.0,0.87,0.52
oll-bot,test,Bot,0.331,0.892,5.843,0.002,17.733,0.0,0.939,0.036,0.0,0.346,0.001,0.973,3.116,0.001,19.315,0.175,0.91,4.857,0.002,16.258,300,7.0,0.549,6.977,3.0,8.108,112.0,0.373,150.0,150.0,158.392,0.0,0.138,1.21,1.0,0.418,15,2,0.0,0.077,1.093,1.0,0.294,0.349
stevenmaude,test,Human,2.632,0.886,23.745,0.192,70.336,0.922,0.754,2.539,0.037,5.542,0.138,0.958,2.012,0.016,12.172,0.136,0.972,3.114,0.022,25.055,255,9.5,0.77,25.5,6.5,60.863,26.5,0.41,21.25,17.5,16.17,6.5,0.591,8.226,4.0,10.679,5,12,3.75,0.425,4.0,3.0,3.464,0.5
ballerina-bot,test,Bot,3.542,0.615,3.557,1.553,4.537,3.11,0.679,2.118,0.018,3.825,0.385,0.784,0.48,0.035,1.656,0.386,0.78,0.497,0.19,1.648,291,6.0,0.822,32.333,2.0,85.806,99.5,0.626,48.5,7.0,68.287,14.75,0.662,11.192,2.5,16.601,1,6,0.0,0.14,2.111,2.0,0.782,0.111
icingabot,test,Bot,,0.0,,,0.0,0.0,0.0,360.002,360.002,0.0,78.0,0.667,78.0,0.0,156.0,48.001,0.683,72.0,0.0,135.765,6,0.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
bobot,test,Human,397.011,0.446,445.285,445.285,561.458,287.876,0.358,223.681,95.292,308.602,418.992,0.624,298.294,48.274,471.632,69.11,0.823,104.108,1.82,229.633,16,4.0,0.25,8.0,8.0,5.657,5.5,0.458,5.333,3.0,5.859,5.0,0.417,5.333,4.0,5.132,2,3,0.5,0.167,1.5,1.5,0.707,1.0
sockbot,test,Human,110.02,0.447,106.789,105.852,90.169,0.002,0.828,2.077,0.0,7.372,118.502,0.669,51.725,0.148,74.689,118.498,0.617,68.867,26.608,87.204,20,1.0,0.192,1.667,2.0,0.651,4.0,0.383,3.333,2.5,2.582,1.0,0.208,1.538,1.0,0.66,7,6,1.0,0.192,1.667,2.0,0.651,0.583
garrynewman,test,Human,64.599,0.593,36.687,14.858,42.488,48.963,0.567,43.563,0.411,85.187,33.596,0.651,25.637,12.126,35.168,16.787,0.752,15.896,3.135,33.776,135,33.75,0.454,33.75,29.0,32.16,27.0,0.655,15.0,1.0,21.307,4.0,0.572,5.0,3.0,6.816,2,9,2.5,0.35,2.5,2.0,1.915,0.5
knapsack-cloud[bot],test,Bot,7.273,0.555,6.018,3.72,7.071,76.457,0.704,112.4,4.063,232.432,0.026,0.96,3.09,0.001,17.119,0.051,0.957,2.898,0.001,16.124,285,127.5,0.447,142.5,142.5,180.312,73.0,0.31,57.0,72.0,37.696,52.5,0.619,40.714,13.0,54.285,2,5,1.0,0.125,4.0,4.0,1.414,1.0
vitobotta,test,Human,35.749,0.586,32.869,25.112,39.406,120.776,0.508,66.012,18.297,90.808,24.868,0.766,16.754,0.239,29.842,16.509,0.784,15.138,1.288,28.676,136,5.0,0.758,15.111,3.0,33.924,10.75,0.672,9.714,2.5,16.283,7.0,0.543,6.476,4.0,7.954,6,14,1.0,0.502,2.556,1.0,3.609,0.667
wgwz,test,Human,130.338,0.764,108.649,0.817,199.27,0.0,0.5,0.197,0.0,0.789,1.911,0.891,25.718,0.08,78.058,20.181,0.857,65.316,0.076,161.548,26,0.0,0.444,2.0,1.0,3.028,2.0,0.47,2.889,1.0,3.018,0.0,0.356,1.625,1.0,2.247,10,9,0.0,0.357,1.692,1.0,1.932,0.769
toomuchdesign,test,Human,1.614,0.885,26.295,0.111,72.874,0.943,0.928,26.528,0.02,115.349,0.069,0.96,7.643,0.011,40.1,0.109,0.954,7.592,0.012,38.525,248,22.0,0.605,19.077,3.0,23.595,40.0,0.529,22.545,4.0,23.577,4.25,0.546,6.889,4.0,8.578,5,11,4.0,0.4,3.462,3.0,2.634,0.385
check-pull-request-merge[bot],test,Bot,,0.0,,,0.0,0.0,0.0,2038.752,2038.752,0.0,125.312,0.737,89.207,0.001,141.846,1.898,0.85,47.413,0.101,107.608,44,0.0,0.0,44.0,44.0,0.0,11.0,0.25,22.0,22.0,15.556,0.0,0.0,44.0,44.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
firker,test,Human,58.53,0.422,42.512,41.443,32.76,120.09,0.583,75.843,0.005,111.583,78.26,0.626,40.939,7.901,49.166,77.743,0.634,40.152,7.752,49.011,53,5.0,0.626,10.6,3.0,16.592,20.0,0.468,10.6,6.0,10.574,2.75,0.36,2.944,2.0,2.071,2,5,2.0,0.291,2.2,2.0,1.304,0.4
matthewp,test,Human,3.711,0.855,14.796,0.977,40.172,2.739,0.711,7.436,0.0,23.163,0.847,0.915,6.358,0.061,24.817,0.919,0.915,5.863,0.062,23.208,226,2.5,0.783,16.143,1.0,33.82,12.75,0.319,18.833,18.5,11.11,2.0,0.586,3.767,1.0,5.64,9,12,0.75,0.504,2.571,1.0,3.413,0.643
ankurdave,test,Human,305.824,0.723,195.232,3.494,329.451,0.0,0.0,0.0,0.0,0.001,161.556,0.758,170.828,1.8,312.725,161.556,0.758,170.828,1.8,312.725,9,2.25,0.306,2.25,2.0,1.5,0.75,0.241,1.5,1.0,0.837,0.0,0.097,1.125,1.0,0.354,3,6,1.25,0.25,1.75,1.5,0.957,0.75
vitess-bot[bot],test,Bot,7.121,0.753,6.383,1.891,13.291,8.472,0.624,9.333,0.0,19.942,0.341,0.908,2.201,0.001,8.358,2.728,0.856,4.123,0.001,11.271,110,40.0,0.364,55.0,55.0,56.569,25.5,0.441,27.5,24.0,25.475,3.0,0.565,3.793,1.0,5.081,1,4,0.5,0.1,2.5,2.5,0.707,0.5
ssg-bot,test,Bot,,0.0,,,0.0,0.0,0.0,2160.049,2160.049,0.0,77.978,0.486,48.002,47.984,43.405,71.991,0.493,60.001,47.99,55.474,37,0.0,0.0,37.0,37.0,0.0,7.5,0.203,18.5,18.5,10.607,0.0,0.0,37.0,37.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
rv-jenkins,test,Bot,0.506,0.94,3.53,0.035,19.138,0.002,0.885,0.306,0.0,1.658,0.399,0.913,0.912,0.006,4.675,0.363,0.945,2.454,0.021,15.407,270,10.0,0.4,18.0,13.0,15.057,1.0,0.564,54.0,21.0,81.216,1.0,0.264,1.561,1.0,0.948,1,5,2.5,0.327,2.067,1.0,1.387,0.067
gaugebot,test,Bot,125.067,0.781,87.427,0.024,166.099,0.0,0.0,0.0,0.0,0.0,37.922,0.825,66.324,0.018,152.714,125.067,0.781,87.427,0.024,166.099,24,1.0,0.318,2.182,2.0,1.537,8.0,0.333,6.0,6.0,4.619,0.0,0.0,1.0,1.0,0.0,3,4,0.0,0.076,1.091,1.0,0.302,0.273
tschaub,test,Human,1.773,0.873,5.518,0.022,14.801,0.013,0.899,3.781,0.002,13.228,0.013,0.952,1.778,0.002,7.883,0.029,0.938,2.459,0.004,9.708,237,8.5,0.57,10.773,6.0,13.904,33.0,0.64,18.231,3.0,24.665,3.0,0.422,3.762,3.0,3.568,6,13,1.0,0.319,3.318,3.0,2.255,0.273
reubot,test,Human,42.251,0.763,57.525,0.311,104.766,0.488,0.631,2.881,0.0,7.638,20.585,0.823,40.11,0.308,87.989,5.368,0.862,30.347,0.311,77.498,21,5.0,0.438,4.2,3.0,3.834,1.0,0.476,2.333,1.0,3.279,1.5,0.355,1.909,1.0,1.578,4,9,1.0,0.367,2.4,2.0,2.074,0.8
edx-requirements-bot,test,Bot,0.147,0.864,0.481,0.001,1.535,0.004,0.793,0.005,0.0,0.033,0.001,0.954,0.177,0.001,0.931,0.001,0.952,0.183,0.001,0.967,288,2.5,0.189,5.236,6.0,1.825,33.0,0.416,41.143,37.0,34.469,3.0,0.405,2.642,2.0,2.084,2,7,2.0,0.139,4.127,5.0,1.187,0.036
rnbot,test,Bot,101.971,0.618,71.199,9.826,95.947,308.202,0.633,212.376,52.032,312.295,12.174,0.796,13.288,0.008,33.439,13.975,0.782,14.086,0.009,32.955,157,70.5,0.599,52.333,8.0,80.277,38.75,0.371,39.25,43.5,30.576,25.25,0.593,19.625,6.0,25.031,1,4,1.5,0.286,2.333,2.0,1.528,0.333
